a,b,m1a_probe_cv_auc,m1b_energy,m1b_energy_scalefree,m2_confusion_rate,m2_separability,same_base,adjacent_version,same_family,same_org,same_arch,same_tokenizer,near_relative,structurally_related,relation_inferred
google/gemma-2b-it,mistralai/Mistral-7B-Instruct-v0.2,1.0,57.17399426529206,1.9664357644386945,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,mistralai/Mistral-7B-Instruct-v0.3,1.0,65.0645069040212,2.3527588246928692,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,57.9983870447143,2.0307703553622707,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,nvidia/Llama3-ChatQA-1.5-8B,1.0,66.40859459726548,2.267103985050155,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,openchat/openchat-3.6-8b-20240522,1.0,57.062145452174164,1.9439215723107681,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,openchat/openchat_3.5,1.0,59.4021274512193,2.1810343985310987,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,tiiuae/Falcon3-10B-Instruct,1.0,61.01131500795427,2.073460833674121,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,tiiuae/Falcon3-7B-Instruct,1.0,70.12772242322136,2.5168448219265955,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,togethercomputer/Llama-2-7B-32K-Instruct,1.0,72.44113847911127,2.8205660826234715,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,77.43757316418748,3.0731319189248247,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,utter-project/EuroLLM-1.7B-Instruct,1.0,75.42015744059607,2.8994349813154887,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,gpt-3.5-turbo,1.0,61.04398821944325,2.310799835781582,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,gpt-4-turbo-2024-04-09,1.0,83.94128697457559,3.52602301620761,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,gpt-4o-2024-05-13,1.0,72.61092569850399,2.8527378811664827,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,gradientai/Llama-3-8B-Instruct-Gradient-1048k,1.0,79.34084203431013,3.395132954142168,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,ibm-granite/granite-3.0-8b-instruct,1.0,64.91888895202686,2.3537817819849187,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,ibm-granite/granite-3.1-8b-instruct,1.0,66.99954869153258,2.52639420435997,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,internlm/internlm2_5-7b-chat,1.0,75.51994203735998,3.0256718739829,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,meta-llama/Llama-2-7b-chat-hf,1.0,73.90833000227947,3.0477290710693725,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,meta-llama/Llama-3.2-1B-Instruct,1.0,72.46102696205187,2.6833330845318053,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,meta-llama/Llama-3.2-3B-Instruct,1.0,71.84381596934548,2.6299379045910523,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,meta-llama/Meta-Llama-3-70B-Instruct,1.0,65.9439829797491,2.3608463500731975,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,meta-llama/Meta-Llama-3-8B-Instruct,1.0,73.07142456356256,2.7703951883653883,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,meta-llama/Meta-Llama-3.1-70B-Instruct,1.0,75.79921434187591,3.0939352191378204,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,77.2512082527708,2.9821814928217574,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,microsoft/Phi-3-medium-128k-instruct,1.0,85.21419476381536,3.6435250926030407,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,microsoft/Phi-3-medium-4k-instruct,1.0,82.26146398300985,3.516750902840216,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,microsoft/Phi-3-mini-128k-instruct,1.0,67.067082066196,2.4921931307637784,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,microsoft/Phi-3-mini-4k-instruct,1.0,69.76649690679717,2.63121759944249,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,microsoft/Phi-3.5-MoE-instruct,1.0,72.01742490289286,2.9551755029896225,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,microsoft/Phi-3.5-mini-instruct,1.0,74.11366477046762,3.0203554854962755,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,mistralai/Mistral-7B-Instruct-v0.1,1.0,50.17367579712328,1.9193724853379064,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,mistralai/Mistral-7B-Instruct-v0.2,1.0,64.47252638183099,2.385360430114124,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,mistralai/Mistral-7B-Instruct-v0.3,1.0,64.85134596633915,2.532459985280195,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,58.03888244146567,2.189049418793838,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,nvidia/Llama3-ChatQA-1.5-8B,1.0,71.15330948576101,2.611538604048413,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,openchat/openchat-3.6-8b-20240522,1.0,66.04373649035836,2.418509007339424,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,openchat/openchat_3.5,1.0,70.4993354357462,2.798787253755405,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,tiiuae/Falcon3-10B-Instruct,1.0,66.39429133357578,2.425065047468618,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,tiiuae/Falcon3-7B-Instruct,1.0,76.61435208009779,2.967612362601436,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,togethercomputer/Llama-2-7B-32K-Instruct,1.0,69.55405769290842,2.9426327310973064,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,83.60894149004949,3.6113453196061647,0.0,1.0,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,utter-project/EuroLLM-1.7B-Instruct,1.0,74.1862342054249,3.0955424288982756,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,gpt-4o-2024-05-13,1.0,47.480477944666674,1.6137205256307499,0.0,1.0,False,True,True,True,True,True,True,True,False
gpt-3.5-turbo,gradientai/Llama-3-8B-Instruct-Gradient-1048k,1.0,64.60524453621791,2.3631239394336854,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,ibm-granite/granite-3.0-8b-instruct,1.0,45.926830484184066,1.4556565431203974,0.014705882352941176,0.9852941176470589,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,ibm-granite/granite-3.1-8b-instruct,1.0,58.850030848060726,1.9301577141190989,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,internlm/internlm2_5-7b-chat,1.0,57.21802106007925,1.9778333471512632,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,meta-llama/Llama-2-7b-chat-hf,1.0,59.87782849236788,2.1218061570577724,0.007352941176470588,0.9926470588235294,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,meta-llama/Llama-3.2-1B-Instruct,1.0,61.492434933536764,1.9852899132233157,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,meta-llama/Llama-3.2-3B-Instruct,1.0,62.25293914651978,1.989699653475239,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,meta-llama/Meta-Llama-3-70B-Instruct,1.0,48.27556441274032,1.5132329251187504,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,meta-llama/Meta-Llama-3-8B-Instruct,1.0,58.94100931638913,1.942316179628478,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,meta-llama/Meta-Llama-3.1-70B-Instruct,1.0,70.37673518877577,2.4720297630244707,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,68.2799342826338,2.285583388942559,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,microsoft/Phi-3-medium-128k-instruct,1.0,62.94891282076475,2.3009523677056922,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,microsoft/Phi-3-medium-4k-instruct,1.0,67.20178270133322,2.456093647918445,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,microsoft/Phi-3-mini-128k-instruct,1.0,43.680498223207394,1.4144877391426067,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,microsoft/Phi-3-mini-4k-instruct,1.0,45.788465983348374,1.50200821775888,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,microsoft/Phi-3.5-MoE-instruct,1.0,55.958020000944614,1.9745346239381998,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,microsoft/Phi-3.5-mini-instruct,1.0,62.80790446746683,2.2031691488612566,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,mistralai/Mistral-7B-Instruct-v0.1,1.0,52.13053354632332,1.7313024511085586,0.014705882352941176,0.9852941176470589,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,mistralai/Mistral-7B-Instruct-v0.2,1.0,55.88338408989457,1.8027862249274813,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,mistralai/Mistral-7B-Instruct-v0.3,1.0,57.71512150505127,1.95128780179423,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,49.90300627828994,1.6370657648659968,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,tiiuae/Falcon3-7B-Instruct,1.0,49.2266202660621,1.6526346184616025,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,togethercomputer/Llama-2-7B-32K-Instruct,1.0,71.45646929652081,2.5883838013821623,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,56.51719417884239,2.083839428471887,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-3.5-turbo,utter-project/EuroLLM-1.7B-Instruct,1.0,53.98589489923171,1.9325245729845815,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,gradientai/Llama-3-8B-Instruct-Gradient-1048k,1.0,75.58127163361343,3.0564667159422116,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,ibm-granite/granite-3.0-8b-instruct,1.0,70.13141070842235,2.4233387080050215,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,ibm-granite/granite-3.1-8b-instruct,1.0,66.53421787759622,2.3865222644903152,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,internlm/internlm2_5-7b-chat,1.0,59.666196488759496,2.267034821280186,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-7b-chat-hf,1.0,75.8419974660119,2.961465607088482,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,meta-llama/Llama-3.2-1B-Instruct,1.0,63.677845860071024,2.245068372269461,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,meta-llama/Llama-3.2-3B-Instruct,1.0,62.61605174793108,2.1834933354137056,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,1.0,55.32663377029289,1.8888180504042547,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-8B-Instruct,1.0,65.3446010950273,2.3560225880158625,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3.1-70B-Instruct,1.0,70.64880157639729,2.7321190457903337,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,70.3490902450367,2.580331894521951,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,microsoft/Phi-3-medium-128k-instruct,1.0,70.73928894184259,2.858480586362189,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,microsoft/Phi-3-medium-4k-instruct,1.0,66.67647257322584,2.6939285733972653,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,microsoft/Phi-3-mini-128k-instruct,1.0,62.0837694465457,2.1960860710289514,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,microsoft/Phi-3-mini-4k-instruct,1.0,58.51516812871593,2.0992568079242577,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,microsoft/Phi-3.5-MoE-instruct,1.0,56.06492562136367,2.179034377840247,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,microsoft/Phi-3.5-mini-instruct,1.0,66.12263203391939,2.553255554155382,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,mistralai/Mistral-7B-Instruct-v0.1,1.0,67.78848436730804,2.465036940091791,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,mistralai/Mistral-7B-Instruct-v0.2,1.0,66.47689012805336,2.341746309110366,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,mistralai/Mistral-7B-Instruct-v0.3,1.0,68.98999700317012,2.5582773164978696,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,mistralai/Mixtral-8x7B-Instruct-v0.1,1.0,64.20554116665619,2.303535975399936,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,nvidia/Llama3-ChatQA-1.5-8B,1.0,60.816981081071134,2.12609143369021,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,openchat/openchat-3.6-8b-20240522,1.0,59.54439063077437,2.077109693221019,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,openchat/openchat_3.5,1.0,65.79047509382747,2.4781179366785824,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,tiiuae/Falcon3-7B-Instruct,1.0,49.95157217531849,1.838066301979836,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,togethercomputer/Llama-2-7B-32K-Instruct,1.0,83.86524662990374,3.3551470551675466,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,78.73493559942565,3.212220147917063,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4-turbo-2024-04-09,utter-project/EuroLLM-1.7B-Instruct,1.0,71.14022603075567,2.809110297543674,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4o-2024-05-13,gradientai/Llama-3-8B-Instruct-Gradient-1048k,1.0,70.8689543543189,2.6869583813438327,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4o-2024-05-13,ibm-granite/granite-3.0-8b-instruct,1.0,60.44134145998362,1.9760571212501883,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4o-2024-05-13,ibm-granite/granite-3.1-8b-instruct,1.0,61.2396226998419,2.074091657149261,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4o-2024-05-13,internlm/internlm2_5-7b-chat,1.0,46.427731537872404,1.6601556246765317,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4o-2024-05-13,meta-llama/Llama-2-7b-chat-hf,1.0,63.21868431900694,2.319401860162634,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4o-2024-05-13,meta-llama/Llama-3.2-1B-Instruct,1.0,56.42379008629616,1.8801489424413504,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4o-2024-05-13,meta-llama/Llama-3.2-3B-Instruct,1.0,52.488741985350146,1.7309392385799742,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4o-2024-05-13,meta-llama/Meta-Llama-3-70B-Instruct,1.0,51.878052248522664,1.676811414238379,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4o-2024-05-13,meta-llama/Meta-Llama-3-8B-Instruct,1.0,63.00905573466858,2.1444797486814235,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4o-2024-05-13,meta-llama/Meta-Llama-3.1-70B-Instruct,1.0,62.61764647670282,2.2765538052727265,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4o-2024-05-13,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,62.22627935402633,2.152381960097935,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4o-2024-05-13,microsoft/Phi-3-medium-128k-instruct,1.0,68.05508974106702,2.57842950000467,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4o-2024-05-13,microsoft/Phi-3-medium-4k-instruct,1.0,66.02009491220136,2.500998954722574,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4o-2024-05-13,microsoft/Phi-3-mini-128k-instruct,1.0,55.36635925487528,1.8506634110088391,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4o-2024-05-13,microsoft/Phi-3-mini-4k-instruct,1.0,55.4071669510962,1.8768682361067277,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4o-2024-05-13,microsoft/Phi-3.5-MoE-instruct,1.0,50.184199625009654,1.8331393506861686,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4o-2024-05-13,microsoft/Phi-3.5-mini-instruct,1.0,62.853173220537286,2.28190022242447,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4o-2024-05-13,mistralai/Mistral-7B-Instruct-v0.1,1.0,56.89678917810677,1.9520746114047418,0.0,1.0,False,False,False,False,False,False,False,False,False
gpt-4o-2024-05-13,mistralai/Mistral-7B-Instruct-v0.2,1.0,57.40595167118608,1.9113282158025338,0.0,1.0,False,False,False,False,False,False,False,False,False
